region,symbol,size_bytes,section,source,address_hex
RAM_D1,__stdio_exit_handler,4,.bss.__sf,C:/ST/STM32CubeIDE_2.0.0/STM32CubeIDE/plugins/com.st.stm32cube.ide.mcu.externaltools.gnu-tools-for-stm32.13.3.rel1.win32_1.0.100.202509120712/tools/bin/../lib/gcc/arm-none-eabi/13.3.1/../../../../arm-none-eabi/lib/thumb/v7e-m+dp/hard\libc_nano.a(libc_a-findfp.o),0x24012574
RAM_D1,errno,4,.bss.errno,C:/ST/STM32CubeIDE_2.0.0/STM32CubeIDE/plugins/com.st.stm32cube.ide.mcu.externaltools.gnu-tools-for-stm32.13.3.rel1.win32_1.0.100.202509120712/tools/bin/../lib/gcc/arm-none-eabi/13.3.1/../../../../arm-none-eabi/lib/thumb/v7e-m+dp/hard\libc_nano.a(libc_a-reent.o),0x24012578
RAM_D1,__atexit,4,.bss.__atexit,C:/ST/STM32CubeIDE_2.0.0/STM32CubeIDE/plugins/com.st.stm32cube.ide.mcu.externaltools.gnu-tools-for-stm32.13.3.rel1.win32_1.0.100.202509120712/tools/bin/../lib/gcc/arm-none-eabi/13.3.1/../../../../arm-none-eabi/lib/thumb/v7e-m+dp/hard\libc_nano.a(libc_a-__call_atexit.o),0x2401260C
RAM_D1,(anonymous),2,.data.FS_Desc,./Src/Core/brick6_master_control.o,0x24000112
RAM_D1,(anonymous),2,.bss.Fsid,./App/Middlewares/Third_Party/FatFs/src/ff.o,0x24000800
RAM_D1,(anonymous),2,.bss.pFlash,./Src/App/Hall/hall_adc.o,0x24001E7C
RAM_D1,(anonymous),2,.bss.adc2_dma,./Src/App/Hall/hall_adc.o,0x24002EF0
RAM_D1,(anonymous),2,.bss.adc1_dma,./Src/App/Hall/hall_adc.o,0x24002EF2
RAM_D1,(anonymous),2,.bss.g_slots,./Src/Audio/mixer.o,0x2400CD60
RAM_D1,(anonymous),2,.bss.g_rec,./Src/MIDI/midi.o,0x2400FB22
RAM_D1,(anonymous),2,.bss.g_rec,./Src/MIDI/midi.o,0x2400FB24
RAM_D1,(anonymous),2,.bss.g_rec,./Src/MIDI/midi.o,0x2400FB26
RAM_D1,(anonymous),2,.bss.g_rec,./Src/MIDI/midi.o,0x2400FB28
RAM_D1,(anonymous),2,.bss.g_rec,./Src/MIDI/midi.o,0x2400FB2A
RAM_D1,(anonymous),2,.bss.g_rec,./Src/MIDI/midi.o,0x2400FB2C
RAM_D1,(anonymous),2,.bss.g_rec,./Src/MIDI/midi.o,0x2400FB2E
RAM_D1,(anonymous),2,.bss.g_rec,./Src/MIDI/midi.o,0x2400FB30
RAM_D1,uwTickFreq,1,.data.FS_Desc,./Drivers/STM32H7xx_HAL_Driver/Src/stm32h7xx_hal.o,0x240000F0
RAM_D1,(anonymous),1,.data.FS_Desc,./Src/App/Hall/hall_engine.o,0x240000FC
RAM_D1,(anonymous),1,.data.FS_Desc,./Src/App/Hall/hall_engine.o,0x240000FD
RAM_D1,(anonymous),1,.data.FS_Desc,./Src/Core/brick6_audio_runtime.o,0x2400010C
RAM_D1,(anonymous),1,.data.FS_Desc,./Src/Core/brick6_audio_runtime.o,0x2400010D
RAM_D1,(anonymous),1,.data.FS_Desc,./Src/Core/brick6_audio_runtime.o,0x2400010E
RAM_D1,(anonymous),1,.data.FS_Desc,./Src/Core/brick6_audio_runtime.o,0x2400010F
RAM_D1,(anonymous),1,.data.FS_Desc,./Src/Core/brick6_audio_runtime.o,0x24000110
RAM_D1,(anonymous),1,.data.FS_Desc,./Src/Keyboard/keyboard_engine.o,0x24000328
RAM_D1,(anonymous),1,.data.FS_Desc,./Src/MIDI/midi.o,0x24000338
RAM_D1,(anonymous),1,.data.FS_Desc,./Src/MIDI/midi.o,0x24000339
RAM_D1,(anonymous),1,.data.Stat,./Src/SD/sd_diskio.o,0x2400035C
RAM_D1,(anonymous),1,.bss.cfgidx.0,./App/Middlewares/ST/STM32_USB_Device_Library/Core/Src/usbd_ctlreq.o,0x2400077C
RAM_D1,Appli_state,1,.bss.disk,./App/usb_stack/usb_host.o,0x24000AF0
RAM_D1,(anonymous),1,.bss.dma_busy,./Drivers/Drv_app/Src/led_hw.o,0x24001D13
RAM_D1,(anonymous),1,.bss.pFlash,./Src/App/Hall/hall_adc.o,0x24001E78
RAM_D1,(anonymous),1,.bss.pFlash,./Src/App/Hall/hall_adc.o,0x24001E79
RAM_D1,(anonymous),1,.bss.pFlash,./Src/App/Hall/hall_adc.o,0x24001E7A
RAM_D1,(anonymous),1,.bss.pFlash,./Src/App/Hall/hall_adc.o,0x24001E7B
RAM_D1,(anonymous),1,.bss.adc1_dma,./Src/App/Hall/hall_calibration.o,0x24006F98
RAM_D1,(anonymous),1,.bss.adc1_dma,./Src/App/Hall/hall_engine.o,0x24007024
RAM_D1,(anonymous),1,.bss.adc1_dma,./Src/App/Hall/hall_engine.o,0x24007025
RAM_D1,(anonymous),1,.bss.adc1_dma,./Src/App/Hall/hall_engine.o,0x240070A8
RAM_D1,(anonymous),1,.bss.adc1_dma,./Src/App/Hall/hall_engine.o,0x240070C4
RAM_D1,(anonymous),1,.bss.hall_min,./Src/App/mux_pots.o,0x2400745C
RAM_D1,(anonymous),1,.bss.hall_min,./Src/App/mux_pots.o,0x2400745D
RAM_D1,(anonymous),1,.bss.hall_min,./Src/App/mux_pots.o,0x2400745E
RAM_D1,(anonymous),1,.bss.s_cb,./Src/Audio/fx_pool.o,0x2400B590
RAM_D1,(anonymous),1,.bss.g_tracks,./Src/Audio/monob_synth.o,0x2400D3A8
RAM_D1,(anonymous),1,.bss.g_tracks,./Src/Audio/monob_synth.o,0x2400D3A9
RAM_D1,(anonymous),1,.bss.g_rec,./Src/Core/brick6_master_control.o,0x2400F5D8
RAM_D1,(anonymous),1,.bss.g_rec,./Src/Core/brick6_recorder_runtime.o,0x2400F5D9
RAM_D1,(anonymous),1,.bss.g_rec,./Src/Keyboard/kbd_input_mapper.o,0x2400F650
RAM_D1,(anonymous),1,.bss.g_rec,./Src/Keyboard/keyboard_engine.o,0x2400FAD4
RAM_D1,(anonymous),1,.bss.g_rec,./Src/Keyboard/keyboard_engine.o,0x2400FAD5
RAM_D1,(anonymous),1,.bss.g_rec,./Src/Keyboard/keyboard_engine.o,0x2400FAD6
RAM_D1,(anonymous),1,.bss.g_rec,./Src/MIDI/midi.o,0x2400FB20
RAM_D1,(anonymous),1,.bss.g_rec,./Src/MIDI/midi.o,0x2400FF64
RAM_D1,(anonymous),1,.bss.g_rec,./Src/MIDI/midi.o,0x2400FF78
RAM_D1,(anonymous),1,.bss.g_rec,./Src/MIDI/midi.o,0x2400FF79
RAM_D1,retSD,1,.bss.retSD,./Src/SD/fatfs.o,0x24010BBC
RAM_D1,(anonymous),1,.bss.retSD,./Src/Sampler/sample_pool.o,0x24010BC8
RAM_D1,(anonymous),1,.bss.voices,./Src/Seq/seq_play_scheduler.o,0x2401155C
RAM_D1,(anonymous),1,.bss.label.0,./Src/UI/ui_event.o,0x24011790
RAM_D1,(anonymous),1,.bss.label.0,./Src/UI/ui_event.o,0x24011791
RAM_D1,(anonymous),1,.bss.label.0,./Src/UI/ui_page_manager.o,0x24011814
RAM_D1,(anonymous),1,.bss.label.0,./Src/UI/ui_page_manager.o,0x24011815
RAM_D1,(anonymous),1,.bss.label.0,./Src/UI/ui_renderer_oled.o,0x2401185C
RAM_D1,(anonymous),1,.bss.label.0,./Src/UI/ui_tasklet.o,0x2401185D
RAM_D1,(anonymous),1,.bss.label.0,./Src/UI/pages/ui_page_calibration.o,0x24011BAC
RAM_D1,(anonymous),1,.bss.label.0,./Src/UI/pages/ui_page_calibration.o,0x24011BB4
RAM_D1,(anonymous),1,.bss.label.0,./Src/UI/pages/ui_page_param_test.o,0x24011BB5
RAM_D1,__lock___malloc_recursive_mutex,1,.bss.errno,C:/ST/STM32CubeIDE_2.0.0/STM32CubeIDE/plugins/com.st.stm32cube.ide.mcu.externaltools.gnu-tools-for-stm32.13.3.rel1.win32_1.0.100.202509120712/tools/bin/../lib/gcc/arm-none-eabi/13.3.1/../../../../arm-none-eabi/lib/thumb/v7e-m+dp/hard\libc_nano.a(libc_a-lock.o),0x2401257C
RAM_D1,__lock___atexit_recursive_mutex,1,.bss.errno,C:/ST/STM32CubeIDE_2.0.0/STM32CubeIDE/plugins/com.st.stm32cube.ide.mcu.externaltools.gnu-tools-for-stm32.13.3.rel1.win32_1.0.100.202509120712/tools/bin/../lib/gcc/arm-none-eabi/13.3.1/../../../../arm-none-eabi/lib/thumb/v7e-m+dp/hard\libc_nano.a(libc_a-lock.o),0x2401257D
RAM_D1,__lock___sfp_recursive_mutex,1,.bss.errno,C:/ST/STM32CubeIDE_2.0.0/STM32CubeIDE/plugins/com.st.stm32cube.ide.mcu.externaltools.gnu-tools-for-stm32.13.3.rel1.win32_1.0.100.202509120712/tools/bin/../lib/gcc/arm-none-eabi/13.3.1/../../../../arm-none-eabi/lib/thumb/v7e-m+dp/hard\libc_nano.a(libc_a-lock.o),0x2401257E
